Date,NG_CT_pair,DC_KC_pair,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,DC_KC_pair_NG_CT_pair_pair,sharpe,CAGR
1991-02-22,1.0,1.0,-0.49179660331504893,0.5082033966849511,,False,False,0.0,False,False,0.0,0.0,-0.00025000580419487956,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-02-23,1.0,1.0,-0.492153182360482,0.507846817639518,,False,False,0.0,False,False,0.0,0.0,-0.00023896946348965771,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-02-24,1.0,1.0,-0.4924941380023811,0.5075058619976189,,False,False,0.0,False,False,0.0,0.0,-0.00022844688847851384,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-02-25,1.0,1.0,-0.49282018473704564,0.5071798152629543,,False,False,0.0,False,False,0.0,0.0,-0.0002184099183533367,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-02-26,1.0,1.0,-0.4931319992539681,0.5068680007460319,,False,False,0.0,False,False,0.0,0.0,-0.0002088325192134459,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-02-27,1.0,1.0,-0.49343022316934976,0.5065697768306503,,False,False,0.0,False,False,0.0,0.0,-0.00019969055852418803,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-02-28,1.0,1.0,-0.49371546547765516,0.5062845345223448,,False,False,0.0,False,False,0.0,0.0,-0.00019096160875210414,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-03-01,1.0,1.0,-0.4939883047572144,0.5060116952427856,,False,False,0.0,False,False,0.0,0.0,-0.00018262477603770298,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-03-02,1.0,1.0,-0.4942492911608277,0.5057507088391723,,False,False,0.0,False,False,0.0,0.0,-0.0001746605503895014,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-03-03,1.0,1.0,-0.49449894821802887,0.5055010517819711,,False,False,0.0,False,False,0.0,0.0,-0.00016705067440751727,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-03-04,1.0,1.0,-0.4947377744719946,0.5052622255280055,,False,False,0.0,False,False,0.0,0.0,-0.00015977802798889943,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-03-05,1.0,1.0,-0.494966244970955,0.505033755029045,,False,False,0.0,False,False,0.0,0.0,-0.00015282652683900802,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-03-06,1.0,1.0,-0.4951848126312774,0.5048151873687226,,False,False,0.0,False,False,0.0,0.0,-0.0001461810329238319,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-03-07,1.0,1.0,-0.4953939094870962,0.5046060905129037,,False,False,0.0,False,False,0.0,0.0,-0.00013982727526992694,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-03-08,1.0,1.0,-0.49559394783938776,0.5044060521606122,,False,False,0.0,False,False,0.0,0.0,-0.00013375177973976726,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-03-09,1.0,1.0,-0.495785321315692,0.504214678684308,,False,False,0.0,False,False,0.0,0.0,-0.00012794180660619496,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-03-10,1.0,1.0,-0.4959684058502217,0.5040315941497783,,False,False,0.0,False,False,0.0,0.0,-0.0001223852949124946,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-03-11,1.0,1.0,-0.49614356059284176,0.5038564394071583,,False,False,0.0,False,False,0.0,0.0,-0.00011707081274377959,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-03-12,1.0,1.0,-0.49631112875431466,0.5036888712456853,,False,False,0.0,False,False,0.0,0.0,-0.00011198751265888776,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-03-13,1.0,1.0,-0.49647143839427205,0.5035285616057279,,False,False,0.0,False,False,0.0,0.0,-0.00010712509162848022,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-03-14,1.0,1.0,-0.49662480315756125,0.5033751968424387,,False,False,0.0,False,False,0.0,0.0,-0.00010247375492216328,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-03-15,1.0,1.0,-0.4967715229639156,0.5032284770360844,,False,False,0.0,False,False,0.0,0.0,-9.802418345302501e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-03-16,1.0,1.0,-0.49691188465529135,0.5030881153447087,,False,False,0.0,False,False,0.0,0.0,-9.376750416280527e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-03-17,1.0,1.0,-0.4970461626046885,0.5029538373953115,,False,False,0.0,False,False,0.0,0.0,-8.969526307959952e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-03-18,1.0,1.0,-0.4971746192898177,0.5028253807101823,,False,False,0.0,False,False,0.0,0.0,-8.579940073396906e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-03-19,1.0,1.0,-0.49729750583458154,0.5027024941654185,,False,False,0.0,False,False,0.0,0.0,-8.207222965712042e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-03-20,1.0,1.0,-0.49741506252099355,0.5025849374790065,,False,False,0.0,False,False,0.0,0.0,-7.850641372211609e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-03-21,1.0,1.0,-0.49752751927386385,0.5024724807261362,,False,False,0.0,False,False,0.0,0.0,-7.509494912309446e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-03-22,1.0,1.0,-0.4976350961203184,0.5023649038796816,,False,False,0.0,False,False,0.0,0.0,-7.183114680822665e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-03-23,1.0,1.0,-0.4977380036259957,0.5022619963740043,,False,False,0.0,False,False,0.0,0.0,-6.870861621203549e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-03-24,1.0,1.0,-0.49783644330956744,0.5021635566904326,,False,False,0.0,False,False,0.0,0.0,-6.5721250148111e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-03-25,1.0,1.0,-0.4979306080370599,0.5020693919629401,,False,False,0.0,False,False,0.0,0.0,-6.286321074369364e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-03-26,1.0,1.0,-0.49802068239730174,0.5019793176026983,,False,False,0.0,False,False,0.0,0.0,-6.0128916309505985e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-03-27,1.0,1.0,-0.4981068430596955,0.5018931569403045,,False,False,0.0,False,False,0.0,0.0,-5.751302905598603e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-03-28,1.0,1.0,-0.49818925911539474,0.5018107408846053,,False,False,0.0,False,False,0.0,0.0,-5.501044357226543e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-03-29,1.0,1.0,-0.4982680924028691,0.5017319075971309,-0.5946349993033152,False,False,0.0,False,False,0.0,0.0,-5.2616276001678705e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-03-30,1.0,1.0,-0.498343497818752,0.501656502181248,-0.6626547189073616,False,False,0.0,False,False,0.0,0.0,-5.0325853846387844e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-03-31,1.0,1.0,-0.498415623614788,0.501584376385212,-0.7084202524862081,False,False,0.0,False,False,0.0,0.0,-4.8134706352031075e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-04-01,1.0,1.0,-0.49848461168162983,0.5015153883183702,-0.7422475551128753,False,False,0.0,False,False,0.0,0.0,-4.6038555420624324e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-04-02,1.0,1.0,-0.4985505978201743,0.5014494021798257,-0.7685875045083208,False,False,0.0,False,False,0.0,0.0,-4.403330701042493e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-04-03,1.0,1.0,-0.4986137120010727,0.5013862879989273,-0.78978007937769,False,False,0.0,False,False,0.0,0.0,-4.2115042984734776e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-04-04,1.0,1.0,-0.49867407861300594,0.5013259213869941,-0.8072153891998517,False,False,0.0,False,False,0.0,0.0,-4.028001337627247e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-04-05,1.0,1.0,-0.4987318167002712,0.5012681832997288,-0.8217907670078112,False,False,0.0,False,False,0.0,0.0,-3.852462903763582e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-04-06,1.0,1.0,-0.49878704019018927,0.5012129598098107,-0.8341212907882652,False,False,0.0,False,False,0.0,0.0,-3.684545464913821e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-04-07,1.0,1.0,-0.49883985811080966,0.5011601418891903,-0.8446481148709958,False,False,0.0,False,False,0.0,0.0,-3.523920206323415e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-04-08,1.0,1.0,-0.49889037479935944,0.5011096252006406,-0.8536990318046764,False,False,0.0,False,False,0.0,0.0,-3.3702723961036726e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-04-09,1.0,1.0,-0.4989386901018544,0.5010613098981456,-0.8615245808590896,False,False,0.0,False,False,0.0,0.0,-3.223300780351926e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-04-10,1.0,1.0,-0.4989848995642676,0.5010151004357324,-0.868320715452464,False,False,0.0,False,False,0.0,0.0,-3.082717005796054e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-04-11,1.0,1.0,-0.4990290946156275,0.5009709053843725,-0.8742436463580544,False,False,0.0,False,False,0.0,0.0,-2.9482450686667748e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-04-12,1.0,1.0,-0.4990713627433966,0.5009286372566034,-0.8794199098822283,False,False,0.0,False,False,0.0,0.0,-2.8196207878810844e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-04-13,1.0,1.0,-0.4991117876614653,0.5008882123385348,-0.8839534040454075,False,False,0.0,False,False,0.0,0.0,-2.6965913016880964e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-04-14,1.0,1.0,-0.49915044947107634,0.5008495505289237,-0.887930433465812,False,False,0.0,False,False,0.0,0.0,-2.5789145862402448e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-04-15,1.0,1.0,-0.4991874248149807,0.5008125751850193,-0.8914234078555686,False,False,0.0,False,False,0.0,0.0,-2.4663589950340825e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-04-16,1.0,1.0,-0.4992227870251106,0.5007772129748894,-0.8944936068366097,False,False,0.0,False,False,0.0,0.0,-2.3587028182826325e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-04-17,1.0,1.0,-0.49925660626404267,0.5007433937359573,-0.8971932827117175,False,False,0.0,False,False,0.0,0.0,-2.2557338610873344e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-04-18,1.0,1.0,-0.49928894966051085,0.5007110503394891,-0.8995672844574756,False,False,0.0,False,False,0.0,0.0,-2.1572490396534622e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-04-19,1.0,1.0,-0.49931988143921685,0.5006801185607832,-0.9016543293322189,False,False,0.0,False,False,0.0,0.0,-2.0630539946054113e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-04-20,1.0,1.0,-0.49934946304517613,0.5006505369548239,-0.9034880109965895,False,False,0.0,False,False,0.0,0.0,-1.9729627207294836e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-04-21,1.0,1.0,-0.49937775326282563,0.5006222467371744,-0.9050976077862453,False,False,0.0,False,False,0.0,0.0,-1.8867972122390775e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-04-22,1.0,1.0,-0.49940480833011025,0.5005951916698897,-0.9065087374269378,False,False,0.0,False,False,0.0,0.0,-1.8043871230979745e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-04-23,1.0,1.0,-0.49943068204775615,0.5005693179522439,-0.9077438923541373,False,False,0.0,False,False,0.0,0.0,-1.7255694414966738e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-04-24,1.0,1.0,-0.4994554258839297,0.5005445741160703,-0.9088228811846496,False,False,0.0,False,False,0.0,0.0,-1.6501881780835242e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-04-25,1.0,1.0,-0.4994790890744732,0.5005209109255269,-0.9097631956780013,False,False,0.0,False,False,0.0,0.0,-1.578094067192539e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-04-26,1.0,1.0,-0.4995017187188996,0.5004982812811004,-0.91058031799004,False,False,0.0,False,False,0.0,0.0,-1.5091442806605472e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-04-27,1.0,1.0,-0.4995233598723224,0.5004766401276777,-0.9112879796655569,False,False,0.0,False,False,0.0,0.0,-1.4432021535548666e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-04-28,1.0,1.0,-0.4995440556334882,0.5004559443665118,-0.9118983813089158,False,False,0.0,False,False,0.0,0.0,-1.380136921497787e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-04-29,1.0,1.0,-0.49956384722907393,0.500436152770926,-0.9124223799734497,False,False,0.0,False,False,0.0,0.0,-1.3198234688246153e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-04-30,1.0,1.0,-0.4995827740944028,0.5004172259055972,-0.9128696498638476,False,False,0.0,False,False,0.0,0.0,-1.26214208750252e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-05-01,1.0,1.0,-0.4996008739507285,0.5003991260492715,-0.9132488208295533,False,False,0.0,False,False,0.0,0.0,-1.206978246021007e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-05-02,1.0,1.0,-0.49961818287922916,0.5003818171207708,-0.9135675982607483,False,False,0.0,False,False,0.0,0.0,-1.1542223679551356e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-05-03,1.0,1.0,-0.49963473539184905,0.5003652646081509,-0.9138328673207565,False,False,0.0,False,False,0.0,0.0,-1.103769619978086e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-05-04,1.0,1.0,-0.49965056449911815,0.5003494355008818,-0.9140507839122801,False,False,0.0,False,False,0.0,0.0,-1.0555197086420358e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-05-05,1.0,1.0,-0.4996657017750764,0.5003342982249236,-0.9142268543497633,False,False,0.0,False,False,0.0,0.0,-1.0093766857731987e-05,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-05-06,1.0,1.0,-0.4996801774194233,0.5003198225805767,-0.9143660053703021,False,False,0.0,False,False,0.0,0.0,-9.65248762024475e-06,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-05-07,1.0,1.0,-0.4996940203170089,0.5003059796829912,-0.9144726458409935,False,False,0.0,False,False,0.0,0.0,-9.230481283523043e-06,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-05-08,1.0,1.0,-0.49970725809477756,0.5002927419052224,-0.9145507212988753,False,False,0.0,False,False,0.0,0.0,-8.826907849705818e-06,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-05-09,1.0,1.0,-0.4997199171762714,0.5002800828237286,-0.9146037622792849,False,False,0.0,False,False,0.0,0.0,-8.440963775204536e-06,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-05-10,1.0,1.0,-0.4997320228337958,0.5002679771662042,-0.914634927239387,False,False,0.0,False,False,0.0,0.0,-8.07188040269636e-06,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-05-11,1.0,1.0,-0.4997435992383455,0.5002564007616546,-0.914647040763385,False,False,0.0,False,False,0.0,0.0,-7.718922458151055e-06,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-05-12,1.0,1.0,-0.49975466950738545,0.5002453304926145,-0.9146426276330318,False,False,0.0,False,False,0.0,0.0,-7.381386612818869e-06,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-05-13,1.0,1.0,-0.49976525575057745,0.5002347442494226,-0.9146239432653354,False,False,0.0,False,False,0.0,0.0,-7.05860010515289e-06,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-05-14,1.0,1.0,-0.4997753791135384,0.5002246208864616,-0.9145930009471415,False,False,0.0,False,False,0.0,0.0,-6.749919422604913e-06,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-05-15,1.0,1.0,-0.4997850598197146,0.5002149401802853,-0.914551596239343,False,False,0.0,False,False,0.0,0.0,-6.454729037909071e-06,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-05-16,1.0,1.0,-0.4997943172104512,0.5002056827895488,-0.9145013288729519,False,False,0.0,False,False,0.0,0.0,-6.172440200838536e-06,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-05-17,1.0,1.0,-0.4998031697833334,0.5001968302166666,-0.9144436224165954,False,False,0.0,False,False,0.0,0.0,-5.902489780354739e-06,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-05-18,1.0,1.0,-0.49981163522887334,0.5001883647711267,-0.914379741961365,False,False,0.0,False,False,0.0,0.0,-5.644339156366108e-06,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-05-19,1.0,1.0,-0.4998197304656125,0.5001802695343875,-0.9143108100360621,False,False,0.0,False,False,0.0,0.0,-5.3974731594285895e-06,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-05-20,1.0,1.0,-0.4998274716737074,0.5001725283262926,-0.9142378209421188,False,False,0.0,False,False,0.0,0.0,-5.161399055021018e-06,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-05-21,1.0,1.0,-0.49983487432706303,0.5001651256729369,-0.9141616536728537,False,False,0.0,False,False,0.0,0.0,-4.935645571622299e-06,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-05-22,1.0,1.0,-0.4998419532240765,0.5001580467759235,-0.9140830835645091,False,False,0.0,False,False,0.0,0.0,-4.719761971079909e-06,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-05-23,1.0,1.0,-0.4998487225170496,0.5001512774829504,-0.9140027928077399,False,False,0.0,False,False,0.0,0.0,-4.513317157541091e-06,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-05-24,1.0,1.0,-0.49985519574032794,0.5001448042596721,-0.9139213799351062,False,False,0.0,False,False,0.0,0.0,-4.3158988258839245e-06,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-05-25,1.0,1.0,-0.4998613858372206,0.5001386141627794,-0.9138393683869489,False,False,0.0,False,False,0.0,0.0,-4.12711264599814e-06,-0.0,1.0,1.0,1.377742354472066,0.0213
1991-05-26,1.0,1.0,-0.49986730518575306,0.5001326948142469,-0.913757214246112,False,False,0.0,False,False,0.0,0.0,-3.946581482228478e-06,-0.0,1.0,1.0,1.377742354472066,0.0213
