Date,PA,LE,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,LE_PA_pair,sharpe,CAGR
1990-08-31,109.0,76.2,-1.4543004371007218,-1.8176933070750039,-0.5409089028253162,False,False,1.0,False,False,0.0,1.0,-0.0008613992506193962,-0.0008613992506193962,1.0049287617233562,1.0049287617233562,1.035709530924761,0.0321
1990-09-01,108.0,76.32,-1.448228487065274,-2.5287981328217057,-0.643810847264566,False,False,1.0,False,False,0.0,1.0,-0.0032540554463421005,-0.0032540554463421005,1.001674706277014,1.001674706277014,1.035709530924761,0.0321
1990-09-02,108.0,76.32,-1.4427111852115795,-2.1077176553477415,-0.21533938540585695,False,False,1.0,False,False,0.0,1.0,0.0019306078757806847,0.0019306078757806847,1.0036053141527947,1.0036053141527947,1.035709530924761,0.0321
1990-09-03,108.0,76.32,-1.4378322263417012,-1.73535551439862,0.9022199167496202,False,True,0.0,False,False,0.0,0.0,0.0017101592897920412,0.0017101592897920412,1.0053154734425866,1.0053154734425866,1.035709530924761,0.0321
1990-09-04,108.0,76.32,-1.433518909847714,-1.4061631995775201,1.1219438185142656,False,False,0.0,False,False,0.0,0.0,0.0015141811528079968,0.0,1.0053154734425866,1.0053154734425866,1.035709530924761,0.0321
1990-09-05,108.95,77.02,-1.4296347938879037,-1.1604718252463329,1.3515140694544465,False,False,0.0,False,False,0.0,0.0,0.0011215687261332363,0.0,1.0053154734425866,1.0053154734425866,1.035709530924761,0.0321
1990-09-06,108.65,77.27,-1.425430493240712,-1.4930142127098094,0.5580923115632782,False,False,0.0,False,False,0.0,0.0,-0.0015198949045977309,-0.0,1.0053154734425866,1.0053154734425866,1.035709530924761,0.0321
1990-09-07,106.75,77.82,-1.4185647154435057,-3.642706155813599,-1.9116616620905953,False,False,0.0,False,True,0.0,0.0,-0.009899903990149455,-0.0,1.0053154734425866,1.0053154734425866,1.035709530924761,0.0321
1990-09-08,105.85,77.97,-1.4107839372631745,-4.148823588409726,-1.6210151944002564,False,False,0.0,False,False,0.0,0.0,-0.0023447773501013612,-0.0,1.0053154734425866,1.0053154734425866,1.035709530924761,0.0321
1990-09-09,105.85,77.97,-1.4036165427704412,-3.5899818398113013,-0.8896162372549214,False,False,0.0,False,False,0.0,0.0,0.002595762904630821,0.0,1.0053154734425866,1.0053154734425866,1.035709530924761,0.0321
1990-09-10,105.85,77.97,-1.3971773122780689,-3.0879150383210288,-0.35203590363405646,False,False,0.0,False,False,0.0,0.0,0.0023375002331983952,0.0,1.0053154734425866,1.0053154734425866,1.035709530924761,0.0321
1990-09-11,102.85,78.55,-1.3872198787039196,-6.116121472192887,-1.6741979849485948,False,False,0.0,False,False,0.0,0.0,-0.014296392610840057,-0.0,1.0053154734425866,1.0053154734425866,1.035709530924761,0.0321
1990-09-12,103.5,78.95,-1.3778574986553966,-5.281849518843572,-0.915565361304576,False,False,0.0,False,False,0.0,0.0,0.0039300201842044896,0.0,1.0053154734425866,1.0053154734425866,1.035709530924761,0.0321
1990-09-13,103.65,78.85,-1.369723042440582,-4.352661896439869,-0.033626425765666206,False,False,0.0,False,False,0.0,0.0,0.0043901532542895555,0.0,1.0053154734425866,1.0053154734425866,1.035709530924761,0.0321
1990-09-14,104.45,78.7,-1.3635482747622296,-2.8612492237874676,1.1450935695422473,False,True,0.0,False,False,0.0,0.0,0.007042897027285146,0.0,1.0053154734425866,1.0053154734425866,1.035709530924761,0.0321
1990-09-15,104.15,78.62,-1.357938624257157,-2.611134639097685,1.040681364550837,False,False,0.0,False,False,0.0,0.0,0.0011858766258015176,0.0,1.0053154734425866,1.0053154734425866,1.035709530924761,0.0321
1990-09-16,104.15,78.62,-1.3528851281680263,-2.2138287765702245,1.0628512961394345,False,False,0.0,False,False,0.0,0.0,0.0018873147898950747,0.0,1.0053154734425866,1.0053154734425866,1.035709530924761,0.0321
1990-09-17,104.15,78.62,-1.3483353814464851,-1.856127689322662,1.0690097936099237,False,False,0.0,False,False,0.0,0.0,0.0017020730786225663,0.0,1.0053154734425866,1.0053154734425866,1.035709530924761,0.0321
1990-09-18,104.7,79.37,-1.343744421389246,-1.9529947256644533,0.8161509313447545,False,False,0.0,False,False,0.0,0.0,-0.00045831873102874414,-0.0,1.0053154734425866,1.0053154734425866,1.035709530924761,0.0321
1990-09-19,104.75,79.47,-1.3394608950013913,-1.6969573257605646,0.8853549487555595,False,False,0.0,False,False,0.0,0.0,0.0012123157603495399,0.0,1.0053154734425866,1.0053154734425866,1.035709530924761,0.0321
1990-09-20,103.75,79.67,-1.334230910597961,-2.5481766473395595,-0.6861496450200643,False,False,0.0,False,True,0.0,0.0,-0.004052495647263579,-0.0,1.0053154734425866,1.0053154734425866,1.035709530924761,0.0321
1990-09-21,102.2,79.4,-1.3280781306962952,-3.2494035772858467,-1.7512994134457678,False,False,0.0,False,False,0.0,0.0,-0.0033769754107928116,-0.0,1.0053154734425866,1.0053154734425866,1.035709530924761,0.0321
1990-09-22,100.1,79.57,-1.3198738080566828,-4.922358907070247,-2.013759356411736,True,False,1.0,False,False,0.0,1.0,-0.00815588967823018,-0.0,1.0053154734425866,1.0053154734425866,1.035709530924761,0.0321
1990-09-23,100.1,79.57,-1.3121462221308957,-4.307474894955362,-1.0783458443092384,False,False,1.0,False,False,0.0,1.0,0.0030066578858827455,0.0030066578858827455,1.0083221313284694,1.0083221313284694,1.035709530924761,0.0321
1990-09-24,100.1,79.57,-1.3051377762309773,-3.7498128546988596,-0.4524175126463783,False,False,1.0,False,False,0.0,1.0,0.002734310134688876,0.002734310134688876,1.0110564414631584,1.0110564414631584,1.035709530924761,0.0321
1990-09-25,100.75,79.25,-1.2999436368669754,-2.270533221707808,0.8460733065474595,False,True,0.0,False,False,0.0,0.0,0.007259536546344292,0.007259536546344292,1.0183159780095026,1.0183159780095026,1.035709530924761,0.0321
1990-09-26,101.4,78.55,-1.2970480290710877,-0.48312268353393506,1.7573506382239852,False,False,0.0,False,False,0.0,0.0,0.008792714882466995,0.0,1.0183159780095026,1.0183159780095026,1.035709530924761,0.0321
1990-09-27,99.75,78.47,-1.2930111482811626,-1.712584805622825,0.7990402297121688,False,False,0.0,False,False,0.0,0.0,-0.006110264540742249,-0.0,1.0183159780095026,1.0183159780095026,1.035709530924761,0.0321
1990-09-28,97.3,79.0,-1.2858579258346792,-4.28277614093966,-0.7204184226122461,False,False,0.0,False,True,0.0,0.0,-0.012923146916932873,-0.0,1.0183159780095026,1.0183159780095026,1.035709530924761,0.0321
1990-09-29,96.45,79.05,-1.2779887093545865,-4.57500747448006,-0.9648488727802524,False,False,0.0,False,False,0.0,0.0,-0.0014798395871850531,-0.0,1.0183159780095026,1.0183159780095026,1.035709530924761,0.0321
1990-09-30,96.45,79.05,-1.27070270556156,-3.9990488746413178,-0.6424154475732992,False,False,0.0,False,False,0.0,0.0,0.0029251466836969576,0.0,1.0183159780095026,1.0183159780095026,1.035709530924761,0.0321
1990-10-01,96.45,79.05,-1.264095824321539,-3.476774912617657,-0.33238686090312836,False,False,0.0,False,False,0.0,0.0,0.0026595505616998686,0.0,1.0183159780095026,1.0183159780095026,1.035709530924761,0.0321
1990-10-02,96.25,80.17,-1.2564177452728011,-4.477010638520468,-0.7541234130557728,False,False,0.0,False,False,0.0,0.0,-0.005077931290867135,-0.0,1.0183159780095026,1.0183159780095026,1.035709530924761,0.0321
1990-10-03,99.5,79.92,-1.25304651697725,-0.643477636821828,1.7407976221207746,False,True,0.0,False,False,0.0,0.0,0.019201894532574457,0.0,1.0183159780095026,1.0183159780095026,1.035709530924761,0.0321
1990-10-04,99.85,79.92,-1.2508130709591105,-0.11498063105211997,1.572018961080747,False,False,0.0,False,False,0.0,0.0,0.002644931846954709,0.0,1.0183159780095026,1.0183159780095026,1.035709530924761,0.0321
1990-10-05,98.8,79.75,-1.2480130583159192,-0.7290414006945696,0.9291122486750659,False,False,0.0,False,False,0.0,0.0,-0.0030961717220315227,-0.0,1.0183159780095026,1.0183159780095026,1.035709530924761,0.0321
1990-10-06,101.55,79.77,-1.2482604572137814,1.9762633280566604,1.5134365586133185,False,False,0.0,False,False,0.0,0.0,0.013450947031497842,0.0,1.0183159780095026,1.0183159780095026,1.035709530924761,0.0321
1990-10-07,101.55,79.77,-1.248825200225762,1.931213777990962,1.105777548348172,False,False,0.0,False,False,0.0,0.0,-0.00022393906585478895,-0.0,1.0183159780095026,1.0183159780095026,1.035709530924761,0.0321
1990-10-08,101.55,79.77,-1.2493773474434144,1.887168994438838,0.8251667194552431,False,False,0.0,False,False,0.0,0.0,-0.0002188964954770043,-0.0,1.0183159780095026,1.0183159780095026,1.035709530924761,0.0321
1990-10-09,100.0,79.52,-1.2485785536667338,0.7130334124213391,-0.0033644773007623116,False,False,0.0,False,True,0.0,0.0,-0.005891682743344448,-0.0,1.0183159780095026,1.0183159780095026,1.035709530924761,0.0321
1990-10-10,100.1,79.57,-1.2477368328036977,0.8175802138097765,-0.10087429139695593,False,False,0.0,False,False,0.0,0.0,0.0005243531576181554,0.0,1.0183159780095026,1.0183159780095026,1.035709530924761,0.0321
1990-10-11,98.75,79.2,-1.2460257579030942,0.06475997407493139,-0.8474163173962931,False,False,0.0,False,False,0.0,0.0,-0.0038129983261143904,-0.0,1.0183159780095026,1.0183159780095026,1.035709530924761,0.0321
1990-10-12,94.3,78.52,-1.2405650535471415,-3.1091680045215497,-2.067776990587463,True,False,1.0,False,False,0.0,1.0,-0.016555953017967417,-0.0,1.0183159780095026,1.0183159780095026,1.035709530924761,0.0321
1990-10-13,94.6,79.0,-1.234827558892946,-2.9513771525427472,-1.3530117213730133,False,False,1.0,False,False,0.0,1.0,0.0008211799171938146,0.0008211799171938146,1.0191371579266966,1.0191371579266966,1.035709530924761,0.0321
1990-10-14,94.6,79.0,-1.2295359214092332,-2.53333779132943,-0.8694608422129808,False,False,1.0,False,False,0.0,1.0,0.002180316506398513,0.002180316506398513,1.021317474433095,1.021317474433095,1.035709530924761,0.0321
1990-10-15,94.6,79.0,-1.2247333898338355,-2.1539377968730093,-0.48011545226051605,False,False,1.0,False,False,0.0,1.0,0.001982713284213483,0.001982713284213483,1.0233001877173085,1.0233001877173085,1.035709530924761,0.0321
1990-10-16,88.6,78.97,-1.2140978928222437,-7.277310596172583,-1.8451620625960286,False,False,1.0,False,False,0.0,1.0,-0.027772373647157185,-0.027772373647157185,0.9955278140701512,0.9955278140701512,1.035709530924761,0.0321
1990-10-17,87.85,78.87,-1.2030346246261103,-7.033340844261332,-1.2991835833439511,False,False,1.0,False,False,0.0,1.0,0.0013351135090294234,0.0013351135090294234,0.9968629275791807,0.9968629275791807,1.035709530924761,0.0321
1990-10-18,88.85,79.02,-1.1937068965332756,-5.47671896405943,-0.5099900925786088,False,False,1.0,False,False,0.0,1.0,0.008497924239528073,0.008497924239528073,1.0053608518187087,1.0053608518187087,1.035709530924761,0.0321
1990-10-19,90.5,79.3,-1.1867380378768304,-3.6083264036326455,0.384594311306508,False,True,0.0,False,False,0.0,0.0,0.01012084664232143,0.01012084664232143,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-10-20,93.45,79.3,-1.183725122214318,-0.4194021915954096,1.4037233416051769,False,False,0.0,False,False,0.0,0.0,0.017023993108709137,0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-10-21,93.45,79.3,-1.1814038295246583,-0.23532368130538828,1.189184769615505,False,False,0.0,False,False,0.0,0.0,0.000983665225083374,0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-10-22,93.45,79.3,-1.179353684006031,-0.07274714167824925,1.0448340631453552,False,False,0.0,False,False,0.0,0.0,0.0008695199814545536,0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-10-23,95.5,76.75,-1.182842659600211,4.716825875683796,1.6298724676627403,False,False,0.0,False,False,0.0,0.0,0.025711248693699628,0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-10-24,96.15,77.32,-1.1866462962178215,4.398508376438059,1.1966482200980355,False,False,0.0,False,False,0.0,0.0,-0.0016940658453283998,-0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-10-25,95.5,77.62,-1.1891130488145534,3.2010451510143554,0.6746078027144721,False,False,0.0,False,False,0.0,0.0,-0.0063763039916096284,-0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-10-26,94.75,77.87,-1.1901191977045964,2.0754180747430695,0.05543975797821358,False,False,0.0,False,False,0.0,0.0,-0.006005760102056276,-0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-10-27,94.5,77.87,-1.1906138701994793,1.7868979275665424,-0.24311936852483598,False,False,0.0,False,True,0.0,0.0,-0.001541132239050756,-0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-10-28,94.5,77.87,-1.191010504207564,1.7560120373569816,-0.47477516583952845,False,False,0.0,False,False,0.0,0.0,-0.00016494997006645052,-0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-10-29,94.5,77.87,-1.1913635532595945,1.7285201076753651,-0.8295658655877015,False,False,0.0,False,False,0.0,0.0,-0.00014680254407891435,-0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-10-30,95.35,77.32,-1.193282845133764,3.085370414257369,0.4996891897643318,False,True,0.0,False,False,0.0,0.0,0.007232113559470071,0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-10-31,96.85,77.05,-1.1971627645564271,4.608608990927294,1.8489010349450228,False,False,0.0,False,False,0.0,0.0,0.008055568096153248,0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-11-01,95.85,77.45,-1.1993744887888,2.9584458433074303,0.36361190138668603,False,False,0.0,False,False,0.0,0.0,-0.008742977427482156,-0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-11-02,95.5,77.0,-1.2014190787441072,2.9907309367037413,0.2749804751507816,False,False,0.0,False,False,0.0,0.0,0.0001717207537541234,0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-11-03,92.95,77.1,-1.200429646073779,0.3968742877116398,-1.569347963021113,False,False,0.0,False,True,0.0,0.0,-0.01398281909823515,-0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-11-04,92.95,77.1,-1.1991755781444344,0.49356292506411137,-1.1949776030385266,False,False,0.0,False,False,0.0,0.0,0.0005214955795380116,0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-11-05,92.95,77.1,-1.1979936913822633,0.5846863944275071,-0.9484557081966564,False,False,0.0,False,False,0.0,0.0,0.0004917212052822798,0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-11-06,94.0,77.2,-1.1979113191680903,1.521246160223427,-0.25619557322286146,False,False,0.0,False,False,0.0,0.0,0.005022340328381948,0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-11-07,95.1,77.57,-1.198663648710621,2.1196607695171252,0.47400818819997886,False,True,0.0,False,False,0.0,0.0,0.003181696777781603,0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-11-08,94.7,77.6,-1.1989827654591514,1.6589374003698651,0.2725497855178931,False,False,0.0,False,False,0.0,0.0,-0.0024540362282373046,-0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-11-09,93.5,77.35,-1.1982628413382372,0.8143692224873575,-0.399491104780766,False,False,0.0,False,True,0.0,0.0,-0.004536161971015616,-0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-11-10,92.4,78.3,-1.1950907774065467,-1.1756078709325948,-1.8817532045240988,False,False,0.0,False,False,0.0,0.0,-0.01070020480750895,-0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-11-11,92.4,78.3,-1.1919060872351,-0.9262466305083166,-1.2395404628552793,False,False,0.0,False,False,0.0,0.0,0.001342627899654743,0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-11-12,92.4,78.3,-1.1889881231351696,-0.6977700414837642,-0.8504919664783562,False,False,0.0,False,False,0.0,0.0,0.0012316945318181294,0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-11-13,92.5,78.65,-1.1860094054683352,-0.7796397400845763,-0.6797906210783692,False,False,0.0,False,False,0.0,0.0,-0.00044068175993533005,-0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-11-14,94.25,78.9,-1.1848265789926347,0.7671829174811222,0.7382822703091138,False,True,0.0,False,False,0.0,0.0,0.008239489938968876,0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-11-15,92.25,79.12,-1.1815404575754977,-1.2334810033733845,-0.8799807869079849,False,False,0.0,False,True,0.0,0.0,-0.010771692373644629,-0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-11-16,92.25,78.97,-1.178484432259434,-0.8149156155274966,-0.17860333634450112,False,False,0.0,False,False,0.0,0.0,0.002258670795362661,0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-11-17,92.5,79.05,-1.175879467979768,-0.45327194380065805,0.21422403981005053,False,True,0.0,False,False,0.0,0.0,0.001950052797323685,0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-11-18,92.5,79.05,-1.1735464829011806,-0.2688494733383209,0.35994955262894224,False,False,0.0,False,False,0.0,0.0,0.0009954316172772317,0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-11-19,92.5,79.05,-1.171441802079101,-0.10247445435294367,0.4816884722280616,False,False,0.0,False,False,0.0,0.0,0.0008988265525667297,0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-11-20,92.9,79.32,-1.1696301479956668,0.12493666098372103,0.6297534901880445,False,False,0.0,False,False,0.0,0.0,0.001224780060645216,0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-11-21,92.3,79.12,-1.1676169423433198,-0.08185247820347286,0.6792048492749131,False,False,0.0,False,False,0.0,0.0,-0.0011197047052124386,-0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-11-22,91.85,79.15,-1.1652371356831945,-0.37851928932485635,-0.3152917054085806,False,False,0.0,False,True,0.0,0.0,-0.0016116318854950064,-0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-11-23,91.85,79.15,-1.163017105412171,-0.2028038933733427,-0.041472702344381544,False,False,0.0,False,False,0.0,0.0,0.0009554797003170939,0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-11-24,93.55,79.35,-1.16255595467423,1.3011849965998579,2.178342629807459,False,True,0.0,True,False,-1.0,-1.0,0.008094717342226738,0.0,1.0154816984610302,1.0154816984610302,1.035709530924761,0.0321
1990-11-25,93.55,79.35,-1.162330746200202,1.3190552890139742,1.443903907396976,False,False,0.0,False,False,-1.0,-1.0,9.61901256445681e-05,-9.61901256445681e-05,1.0153855083353855,1.0153855083353855,1.035709530924761,0.0321
1990-11-26,93.55,79.35,-1.1621509536859096,1.3333218250230772,1.0692218395439232,False,False,0.0,False,False,-1.0,-1.0,7.679814350593647e-05,-7.679814350593647e-05,1.0153087101918796,1.0153087101918796,1.035709530924761,0.0321
1990-11-27,93.3,79.75,-1.1612361902728414,0.691413825740895,0.15792960747581755,False,False,0.0,False,False,-1.0,-1.0,-0.003452815238347828,0.003452815238347828,1.0187615254302276,1.0187615254302276,1.035709530924761,0.0321
1990-11-28,93.15,79.1,-1.1609556388201094,1.3184089693293544,0.7222795166959088,False,False,0.0,False,False,-1.0,-1.0,0.003389500220508435,-0.003389500220508435,1.0153720252097191,1.0153720252097191,1.035709530924761,0.0321
1990-11-29,92.45,78.75,-1.1604589424302807,1.063858283615403,0.15614307492479326,False,False,0.0,False,False,-1.0,-1.0,-0.0013846607274137779,0.0013846607274137779,1.0167566859371329,1.0167566859371329,1.035709530924761,0.0321
1990-11-30,93.0,79.12,-1.16010696521651,1.2123369120697305,0.15035146955994239,False,False,0.0,False,False,-1.0,-1.0,0.0008035094225076854,-0.0008035094225076854,1.0159531765146252,1.0159531765146252,1.035709530924761,0.0321
1990-12-01,90.85,78.55,-1.158227312876665,-0.12875542646203542,-2.0528836324355093,True,False,1.0,False,True,0.0,1.0,-0.0073755789362708974,0.0073755789362708974,1.023328755450896,1.023328755450896,1.035709530924761,0.0321
1990-12-02,90.85,78.55,-1.15633258606033,0.020075364961073205,-1.2460475201062,False,False,1.0,False,False,0.0,1.0,0.0008191922785199407,0.0008191922785199407,1.024147947729416,1.024147947729416,1.035709530924761,0.0321
1990-12-03,90.85,78.55,-1.154592922923762,0.15672590433850075,-0.7678872214610933,False,False,1.0,False,False,0.0,1.0,0.0007527160676050252,0.0007527160676050252,1.024900663797021,1.024900663797021,1.035709530924761,0.0321
1990-12-04,91.45,78.7,-1.153466173227985,0.6722121669575785,0.0927172274661992,False,True,0.0,False,False,0.0,0.0,0.002828801626519044,0.002828801626519044,1.02772946542354,1.02772946542354,1.035709530924761,0.0321
1990-12-05,92.7,78.6,-1.1539456802367472,1.9998695333916885,1.6771526302173714,False,False,0.0,False,False,0.0,0.0,0.007239129890781821,0.0,1.02772946542354,1.02772946542354,1.035709530924761,0.0321
1990-12-06,93.15,79.07,-1.1544670575155427,1.8662897622460548,1.1799814298885565,False,False,0.0,False,False,0.0,0.0,-0.0007242698255835968,-0.0,1.02772946542354,1.02772946542354,1.035709530924761,0.0321
1990-12-07,93.0,79.27,-1.1545466571418541,1.4790864883652262,0.6773239373162864,False,False,0.0,False,False,0.0,0.0,-0.0020984248696363297,-0.0,1.02772946542354,1.02772946542354,1.035709530924761,0.0321
1990-12-08,92.5,79.92,-1.153249633673576,0.3322892768077992,-0.7195996252548963,False,False,0.0,False,True,0.0,0.0,-0.0062100580933524396,-0.0,1.02772946542354,1.02772946542354,1.035709530924761,0.0321
1990-12-09,92.5,79.92,-1.1519099301714573,0.4393583806971293,-0.7179941847832969,False,False,0.0,False,False,0.0,0.0,0.0005801296687632014,0.0,1.02772946542354,1.02772946542354,1.035709530924761,0.0321
1990-12-10,92.5,79.92,-1.150679589808327,0.5376871825184963,-0.7143986633722826,False,False,0.0,False,False,0.0,0.0,0.0005330563209334781,0.0,1.02772946542354,1.02772946542354,1.035709530924761,0.0321
1990-12-11,92.4,80.7,-1.1485165864935676,-0.28528853003089694,-1.3726683095504342,False,False,0.0,False,False,0.0,0.0,-0.0044464674587892045,-0.0,1.02772946542354,1.02772946542354,1.035709530924761,0.0321
1990-12-12,92.5,80.72,-1.1465181491249086,-0.04694499736261548,-0.8486726717251616,False,False,0.0,False,False,0.0,0.0,0.0012880165769376978,0.0,1.02772946542354,1.02772946542354,1.035709530924761,0.0321
1990-12-13,91.55,80.85,-1.1435562476630297,-0.9065226235559436,-1.5111496034446854,False,False,0.0,False,False,0.0,0.0,-0.004671451935167909,-0.0,1.02772946542354,1.02772946542354,1.035709530924761,0.0321
1990-12-14,88.45,80.92,-1.1374088780440652,-3.5891264113257506,-2.1289280490621425,True,False,1.0,False,False,0.0,1.0,-0.014862966213578353,-0.0,1.02772946542354,1.02772946542354,1.035709530924761,0.0321
1990-12-15,87.15,80.97,-1.130019772784888,-4.34770100239237,-1.6026775788793466,False,False,1.0,False,False,0.0,1.0,-0.004246204047464683,-0.004246204047464683,1.0234832613760754,1.0234832613760754,1.035709530924761,0.0321
1990-12-16,87.15,80.97,-1.1231296183696946,-3.7898051993941664,-0.9814284867086043,False,False,1.0,False,False,0.0,1.0,0.0031326655805680066,0.0031326655805680066,1.0266159269566435,1.0266159269566435,1.035709530924761,0.0321
1990-12-17,87.15,80.97,-1.1168847639229464,-3.2841593348409646,-0.5258100277230909,False,False,1.0,False,False,0.0,1.0,0.002847359057514749,0.002847359057514749,1.0294632860141582,1.0294632860141582,1.035709530924761,0.0321
1990-12-18,87.8,81.1,-1.1117723760406557,-2.364739696897175,0.15857888820283988,False,True,0.0,False,False,0.0,0.0,0.005166302265885426,0.005166302265885426,1.0346295882800436,1.0346295882800436,1.035709530924761,0.0321
1990-12-19,87.0,80.95,-1.106559847329575,-2.576019641329097,0.35337155803627435,False,False,0.0,False,False,0.0,0.0,-0.0011965381531483473,-0.0,1.0346295882800436,1.0346295882800436,1.035709530924761,0.0321
1990-12-20,87.8,80.5,-1.1031324003120058,-1.0021582251164602,1.7879014797168395,False,False,0.0,False,False,0.0,0.0,0.008911903637136872,0.0,1.0346295882800436,1.0346295882800436,1.035709530924761,0.0321
1990-12-21,87.7,80.35,-1.1002555112754362,-0.7055303309812899,1.377104943675728,False,False,0.0,False,False,0.0,0.0,0.0016843758034042055,0.0,1.0346295882800436,1.0346295882800436,1.035709530924761,0.0321
1990-12-22,85.75,76.57,-1.09998249032708,1.5243407156554838,1.7917979843939276,False,False,0.0,False,False,0.0,0.0,0.013118766863592653,0.0,1.0346295882800436,1.0346295882800436,1.035709530924761,0.0321
