Date,Price,Open,High,Low,Vol.,Change %
1986-08-25,387.6,360.7,397.0,357.5,11.41K,6.87%
1986-07-25,362.7,342.5,365.0,342.5,20.39K,4.92%
1986-06-25,345.7,343.4,352.0,334.7,19.98K,0.46%
1986-05-25,344.1,341.1,345.3,339.0,26.65K,-0.61%
1986-04-25,346.2,332.5,348.7,328.0,12.91K,4.56%
1986-03-25,331.1,336.2,350.9,330.5,15.63K,-2.33%
1986-02-25,339.0,346.5,355.4,329.0,10.54K,-2.81%
1986-01-25,348.8,327.0,364.0,327.0,17.87K,6.02%
1985-12-25,329.0,324.0,328.2,313.0,15.97K,1.89%
1985-11-25,322.9,325.0,332.0,322.7,23.30K,-0.55%
1985-10-25,324.7,321.7,330.6,321.0,5.93K,0.59%
1985-09-25,322.8,327.0,329.7,317.0,3.32K,-3.12%
1985-08-25,333.2,325.0,342.2,318.5,10.99K,1.86%
1985-07-25,327.1,309.0,329.7,309.0,34.95K,3.61%
1985-06-25,315.7,317.5,328.2,309.8,11.10K,-0.16%
1985-05-25,316.2,315.0,325.0,309.8,20.37K,0.54%
1985-04-25,314.5,321.0,334.0,315.0,11.64K,-4.58%
1985-03-25,329.6,286.4,341.0,286.4,36.77K,14.84%
1985-02-25,287.0,303.0,305.5,281.2,11.42K,-5.62%
1985-01-25,304.1,303.3,308.0,298.0,29.51K,-1.23%
1984-12-25,307.9,328.7,334.5,304.7,14.36K,-6.44%
1984-11-25,329.1,343.2,350.0,327.5,46.93K,-1.35%
1984-10-25,333.6,346.0,349.5,333.8,6.05K,-3.28%
